"occupancyRatio","log_price","accommodates","cleaning_fee","host_has_profile_pic","host_identity_verified","instant_bookable","latitude","longitude","number_of_reviews","age","hostAge","Wireless.Internet","Kitchen","Heating","Essentials","Air.conditioning","Smoke.detector","TV","Hangers","Shampoo","Manhattan","Central.Park","Times.Square","New.York.City","Prospect.Park","East.Village","Broadway","private","apartment","apt","cozy","br","spacious","studio","brooklyn","apartment.1","bedroom.1","kitchen","bed","walk","private.1","park.1"
0.204819277108434,4.38202663467388,2,1,1,1,1,40.6592186062623,-73.9135134806542,17,83,1878,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.207547169811321,3.91202300542815,1,1,1,0,0,40.7151831337905,-73.9452004410992,11,53,1396,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00351493848857645,4.74493212836325,2,1,1,1,0,40.7313110347534,-73.9860919671806,2,569,1662,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.184782608695652,4.00733318523247,2,1,1,1,1,40.6798895194314,-73.9085654474893,34,184,586,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.0153846153846154,4.77912349311153,2,1,1,1,0,40.7172954805137,-73.9607262780002,3,195,1720,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.0483619344773791,4.68213122712422,2,1,1,1,0,40.734114958136,-73.9978733213838,31,641,1667,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0.00346620450606586,4.94875989037817,2,1,1,1,0,40.73961191131,-73.9997620975794,2,577,1413,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.017578125,3.68887945411394,2,1,1,0,0,40.8353538882166,-73.9433389027528,9,512,1620,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0.0257801899592944,3.80666248977032,2,1,1,1,0,40.6526278774994,-73.9556080345363,19,737,745,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.048,4.70048036579242,2,1,1,1,0,40.6808639375681,-73.9775282554314,6,125,1183,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0.107142857142857,5.85793315448346,3,1,1,1,0,40.7332132299849,-74.0024206820815,3,28,1872,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
0.025974025974026,4.57471097850338,6,1,1,1,1,40.7082728977652,-73.9226399578694,22,847,1921,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0.0441176470588235,4.0943445622221,2,1,1,1,0,40.7512043000938,-73.9401945658093,3,68,705,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
0.0121212121212121,3.80666248977032,1,1,1,1,0,40.6903306877901,-73.9421684062019,4,330,672,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.00442477876106195,4.24849524204936,1,1,1,1,0,40.6690258113519,-73.9770790507076,2,452,1039,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.00934579439252336,4.80402104473326,2,1,1,1,0,40.8035810200429,-73.9630543043453,2,214,1210,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0300261096605744,4.9272536851572,2,1,1,1,0,40.7192322938058,-74.0066074920843,23,766,918,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0.0100401606425703,4.17438726989564,2,1,1,1,0,40.8646445834204,-73.9276790531579,5,498,528,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.0588235294117647,3.68887945411394,2,1,1,1,0,40.8261157985403,-73.938533181529,7,119,550,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0.0959360426382412,4.00733318523247,2,0,1,1,0,40.8219996087941,-73.9368107649904,144,1501,1540,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0102880658436214,4.0943445622221,2,1,1,1,0,40.6845599509571,-73.9330082101475,5,486,1120,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0
0.0781893004115226,4.90527477843843,2,1,1,1,0,40.7886689701875,-73.942754594114,38,486,1167,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.148936170212766,4.65396035015752,2,0,1,0,1,40.800061783726,-73.9648025557498,14,94,669,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0380434782608696,4.48863636973214,1,1,1,0,0,40.735857783282,-73.9529396335647,7,184,251,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1
0.0543197102948784,4.31748811353631,4,0,1,1,0,40.6897890656282,-73.9166121710921,105,1933,1965,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.173575129533679,4.38202663467388,2,1,1,1,0,40.6811206445208,-73.9331817422041,67,386,1410,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0.0653061224489796,4.12713438504509,2,1,1,0,0,40.6989689144319,-73.9336812037597,16,245,1454,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0402476780185759,4.46590811865458,2,1,1,1,1,40.8380727965807,-73.936868261717,13,323,346,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0.3,3.87120101090789,3,1,1,0,1,40.7578590901374,-73.812299885566,18,60,197,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
0.0697674418604651,3.49650756146648,1,1,1,0,0,40.6399189087505,-74.0075959727116,9,129,144,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333333333333333,4.70048036579242,3,0,1,0,0,40.7286018317359,-73.988517670759,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
0.00922509225092251,4.93447393313069,3,1,1,1,0,40.7670360887456,-73.983450108475,15,1626,1844,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.0341463414634146,4.60517018598809,2,1,1,1,0,40.7876343254865,-73.9720396907469,21,615,2120,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0.0549450549450549,6.74523634948436,2,0,0,0,1,40.7239003520995,-73.9967798821628,5,91,102,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0304878048780488,3.55534806148941,2,1,1,1,0,40.6937045175142,-73.9496177485244,10,328,662,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.00967741935483871,6.52795791762255,4,1,1,1,0,40.7814952513193,-73.9787357611925,3,310,1914,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
0.0359712230215827,5.01063529409626,4,1,1,0,0,40.6820710269589,-73.932792762071,25,695,832,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0740740740740741,5.54126354515843,2,1,1,1,0,40.7264743937323,-73.9906130297033,2,27,1425,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.012241054613936,4.60517018598809,1,1,1,1,0,40.7162684242074,-73.958697927029,13,1062,2600,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.166666666666667,2.94443897916644,1,1,1,0,0,40.8089241301462,-73.8533018892147,3,18,31,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.0833333333333333,4.39444915467244,1,1,1,1,0,40.778384005941,-73.9767988504705,2,24,647,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.164835164835165,5.57594910314632,5,1,1,0,0,40.7140051825355,-73.9660983912286,15,91,97,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.161189358372457,4.89783979995091,2,1,1,1,0,40.7658852239182,-73.9853647087034,206,1278,1320,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0.131768953068592,4.31748811353631,2,1,1,1,0,40.6765177452506,-73.9614021584456,73,554,1974,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0.0304920304920305,4.35670882668959,2,0,1,1,0,40.6859702251148,-73.9878813041639,44,1443,1863,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0
0.0457380457380457,5.01063529409626,5,1,1,0,0,40.6573888616248,-74.002980008582,22,481,894,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
0.00366748166259169,4.9416424226093,3,1,1,1,0,40.7044588503173,-73.9210304993797,3,818,1246,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.0228136882129278,4.70048036579242,3,0,1,1,0,40.7415565936452,-73.9186600846876,6,263,575,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
0.0590405904059041,4.44265125649032,2,0,1,0,0,40.6877436751953,-73.924639638441,16,271,462,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0434782608695652,4.8283137373023,1,1,1,1,0,40.7046849294038,-74.0072246746159,3,69,663,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.107142857142857,5.52146091786225,4,1,1,1,0,40.6829675297158,-73.9380426585053,3,28,1019,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
0.00814111261872456,5.16478597392351,2,0,1,1,0,40.7773734506069,-73.9503169722755,6,737,746,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
0.0358851674641148,4.85981240436167,4,1,1,0,0,40.6836546044768,-73.9106921830124,15,418,480,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0.00149588631264024,4.59511985013459,2,1,1,1,0,40.8555680450029,-73.9364139804858,2,1337,1785,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0.0289855072463768,4.49980967033026,1,1,1,1,0,40.6785912382574,-73.938782582867,34,1173,2448,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0.0151515151515152,5.16478597392351,3,1,1,1,0,40.7178312003381,-73.9839176478004,11,726,2103,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
0.0271629778672032,4.59511985013459,3,0,1,1,0,40.6579691800431,-73.9794612873137,27,994,1595,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.00162074554294976,4.86753445045558,6,0,1,1,0,40.6033088378101,-73.9577918706687,2,1234,1276,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
0.0105882352941176,4.78749174278205,2,1,1,1,0,40.7077400080622,-73.9511215494418,9,850,1916,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.0818627450980392,4.31748811353631,2,1,1,1,0,40.7133641098951,-73.9619227380976,167,2040,2067,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.046875,4.38202663467388,2,1,1,1,1,40.6881074193413,-73.9585039120447,9,192,1414,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0909090909090909,5.01063529409626,2,0,1,0,0,40.677310290323,-73.946156436745,3,33,1932,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.00769230769230769,4.12713438504509,2,1,1,0,0,40.6886960046419,-73.9409913144773,2,260,445,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.0288461538461538,4.24849524204936,2,1,1,0,0,40.7128032989574,-73.9805294892698,9,312,317,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
0.144295302013423,4.49980967033026,2,0,1,0,0,40.6798971418467,-73.9057624310505,43,298,378,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.0769230769230769,4.44265125649032,1,1,1,1,0,40.7827924784918,-73.9526503090585,2,26,165,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
0.021680216802168,5.78382518232974,8,1,1,1,0,40.7778778159243,-73.9770834413046,8,369,3005,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
0.00451127819548872,4.0943445622221,2,1,1,1,0,40.6679335601717,-73.9832691359402,9,1995,2094,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0.0416666666666667,5.13579843705026,2,1,1,1,1,40.7160833013088,-73.9910689788404,1,24,1113,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0.0512820512820513,5.16478597392351,2,0,1,1,0,40.7181203914902,-73.952482499446,2,39,1289,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.066193853427896,5.68697535633982,4,1,1,0,0,40.7253888828087,-73.979633882086,28,423,1779,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
0.0111317254174397,4.00733318523247,1,1,1,1,1,40.7024023987407,-73.9215876134138,6,539,584,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0.0933179723502304,3.76120011569356,1,0,1,1,1,40.8152415902516,-73.9475120229421,81,868,958,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0277777777777778,5.61677109766657,4,1,1,1,0,40.7432928516069,-74.0027100657684,5,180,1012,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.108695652173913,4.07753744390572,2,1,1,0,1,40.6982951173391,-73.9359309208596,5,46,48,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
0.328358208955224,4.48863636973214,2,0,1,0,0,40.8064834844259,-73.9405249781456,22,67,86,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0936170212765957,4.77912349311153,2,0,1,1,0,40.7651062553859,-73.9943195394694,44,470,475,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0588235294117647,4.59511985013459,2,1,1,1,0,40.6557321420652,-73.9804751633641,2,34,646,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
0.078740157480315,5.22035582507832,2,1,1,1,0,40.7937587125961,-73.967340856274,10,127,1023,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0.0201342281879195,7.00306545878646,4,0,1,1,0,40.7604028153935,-73.9741021051621,9,447,553,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
0.1328125,4.17438726989564,2,1,1,1,1,40.7075287046979,-73.9515405449605,17,128,1898,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.28,4.90527477843843,3,0,1,0,0,40.7127513267696,-73.9641133825736,14,50,761,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
0.2,5.01063529409626,4,1,1,0,0,40.687807307633,-73.9137722359418,2,10,29,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
0.0593220338983051,4.8283137373023,4,1,1,1,1,40.5905768321872,-73.7924750038017,28,472,630,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.2,4.62497281328427,2,1,1,1,1,40.7806587690665,-73.9517701183269,17,85,88,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.161290322580645,4.70048036579242,4,0,1,0,0,40.6211225228561,-73.9700091706579,5,31,135,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0.0150093808630394,4.44265125649032,2,1,1,1,0,40.7821733180947,-73.9474625222805,16,1066,2002,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
0.4,5.19295685089021,4,0,1,0,0,40.7294941133792,-73.978943764441,2,5,1487,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
0.0278787878787879,5.66988092298052,3,1,1,1,0,40.7263894779214,-73.9887463914688,23,825,845,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0.025,4.06044301054642,1,0,1,1,0,40.702456792449,-73.9210065547173,4,160,1862,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.108108108108108,4.44265125649032,2,1,1,0,1,40.7002661318318,-73.9302187031067,8,74,297,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0.0377358490566038,5.13579843705026,2,1,1,1,0,40.6696149965003,-73.9799149522232,10,265,2125,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
0.045643153526971,4.70048036579242,2,1,1,1,0,40.7949396632871,-73.9455684819473,11,241,2115,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.00818330605564648,3.95124371858143,2,1,1,0,1,40.6862154998506,-73.9467539747215,15,1833,2083,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0483870967741935,4.74493212836325,2,1,1,1,0,40.7757944688056,-73.9886366833535,12,248,893,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0490196078431373,5.22035582507832,3,1,1,0,1,40.7445774879601,-73.9979456848984,5,102,127,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.119092627599244,5.29330482472449,2,1,1,1,0,40.7240922460399,-74.0024061403938,63,529,737,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.171717171717172,4.70953020131233,2,1,1,0,1,40.6961368594539,-73.9496565067521,17,99,502,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
0.0139484978540773,4.65396035015752,2,1,1,0,1,40.7596733318873,-73.9928914065209,13,932,1020,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0.0646766169154229,5.16478597392351,4,1,1,1,0,40.7906299201611,-73.9786385839293,13,201,455,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0140350877192982,3.68887945411394,1,1,1,0,1,40.6397583531457,-73.9641926920776,8,570,1251,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.185185185185185,4.91265488573605,6,1,1,1,0,40.8072580594702,-73.9381497636519,30,162,1594,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
0.0599144079885877,4.24849524204936,2,1,1,1,0,40.7027375990046,-73.928056809392,42,701,1111,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
0.113636363636364,4.00733318523247,2,1,1,1,0,40.6940655752736,-73.9112417409485,5,44,1960,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0526315789473684,5.39362754635236,2,1,1,0,0,40.7163277507963,-73.9562160900515,2,38,1038,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0.109090909090909,4.00733318523247,2,1,1,0,1,40.7557462825999,-73.8326128008011,12,110,178,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24031007751938,3.91202300542815,3,0,1,1,1,40.7056608160966,-73.9114946272326,31,129,316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0.169811320754717,4.60517018598809,3,1,1,1,1,40.7120327027326,-73.9635874493267,27,159,164,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0.03125,3.36729582998647,4,1,1,1,0,40.6903611932756,-73.9505567924639,4,128,311,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0342857142857143,5.03695260241363,4,1,1,1,0,40.6925043749123,-73.9714303653297,30,875,1137,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
0.031434184675835,6.39692965521615,8,0,1,0,1,40.739940715172,-73.9900456645994,16,509,564,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
